1000 3
0.443204 0.256567 0.768672 
0.607658 0.570655 0.449408 
0.385402 0.790592 0.433849 
0.622112 0.384089 0.466852 
0.236632 0.922313 0.182912 
0.585261 0.204260 0.741912 
0.834134 0.304162 0.315002 
0.403871 0.742765 0.489120 
0.677699 0.265212 0.847231 
0.481079 0.424815 0.725250 
0.920231 0.437833 0.088575 
0.332816 0.375094 0.810066 
0.309297 0.510683 0.544777 
0.725590 0.536351 0.245377 
0.643742 0.421114 0.404268 
0.260478 0.634981 0.437280 
0.384415 0.726104 0.529553 
0.584449 0.518386 0.310261 
0.309399 0.905826 0.062398 
0.070545 0.630807 0.725721 
0.282827 0.151312 0.773809 
0.416733 0.511103 0.576266 
0.461535 0.898149 0.133102 
0.141806 0.555275 0.601541 
0.214596 0.973227 0.343819 
0.246204 0.232364 0.826126 
0.720288 0.691263 0.006322 
0.359943 0.967975 0.343608 
0.665786 0.659340 0.075935 
0.631128 0.666362 0.377853 
0.420976 0.586971 0.529287 
0.349729 0.432749 0.407834 
0.449482 0.239892 0.929339 
0.176624 0.354852 0.885838 
0.332965 0.491736 0.439964 
0.411573 0.263290 0.919605 
0.727528 0.304907 0.612654 
0.272321 0.555480 0.824801 
0.908168 0.424696 0.131388 
0.239433 0.202530 0.943239 
0.947972 0.182208 0.538881 
0.508947 0.600867 0.310504 
0.890559 0.235453 0.201561 
0.441743 0.081734 0.823367 
0.225205 0.633943 0.598452 
0.227707 0.943861 0.401190 
0.720132 0.451818 0.325168 
0.637750 0.169014 0.623727 
0.276216 0.820731 0.202151 
0.425265 0.408553 0.508955 
0.539443 0.351399 0.556562 
0.145201 0.342288 0.926915 
0.444037 0.265182 0.833277 
0.674150 0.346437 0.487303 
0.171528 0.806805 0.402479 
0.051789 0.479286 0.942832 
0.857348 0.289285 0.505838 
0.866622 0.298632 0.171701 
0.598094 0.858389 0.148366 
0.843583 0.312308 0.551892 
0.041114 0.716226 0.886469 
0.022632 0.930394 0.485400 
0.696240 0.480793 0.363337 
0.598515 0.563399 0.404822 
0.611011 0.361272 0.239787 
0.398928 0.635363 0.445217 
0.595465 0.414991 0.598114 
0.035856 0.586431 0.832586 
0.175797 0.813337 0.370823 
0.261273 0.779002 0.483654 
0.476356 0.133479 0.931185 
0.675320 0.485668 0.389850 
0.548253 0.362808 0.824880 
0.470868 0.466235 0.425923 
0.372311 0.676149 0.692443 
0.239781 0.621965 0.695190 
0.465553 0.711103 0.371244 
0.666522 0.134295 0.498568 
0.007210 0.826848 0.600022 
0.882848 0.313976 0.333472 
0.471072 0.657490 0.288366 
0.835817 0.835147 0.025846 
0.995064 0.090457 0.254127 
0.362955 0.406366 0.779269 
0.957056 0.496739 0.022974 
0.559107 0.592343 0.538600 
0.679628 0.070619 0.819356 
0.048879 0.890248 0.424524 
0.048024 0.922926 0.494299 
0.941074 0.437216 0.201034 
0.310609 0.742151 0.215005 
0.515876 0.464355 0.423027 
0.923696 0.136260 0.405306 
0.295230 0.437051 0.851210 
0.833674 0.247697 0.286456 
0.894325 0.516117 0.018299 
0.994403 0.411258 0.167298 
0.226706 0.870309 0.413150 
0.522924 0.786068 0.094183 
0.186811 0.320596 0.829423 
0.143912 0.699385 0.568198 
0.501220 0.987969 0.004495 
0.497992 0.738624 0.178017 
0.579943 0.001320 0.812234 
0.407148 0.343382 0.383528 
0.625317 0.263483 0.579297 
0.085412 0.579190 0.866263 
0.714358 0.240644 0.477021 
0.356005 0.440833 0.797441 
0.309264 0.899302 0.399357 
0.954667 0.253129 0.164812 
0.817733 0.315339 0.416039 
0.606036 0.107495 0.682847 
0.617672 0.682204 0.281796 
0.485186 0.307356 0.937324 
0.094299 0.626498 0.597959 
0.585156 0.436584 0.312324 
0.469718 0.539868 0.342608 
0.232362 0.838636 0.362351 
0.505247 0.369863 0.488203 
0.605719 0.754455 0.173914 
0.947002 0.258048 0.435143 
0.548994 0.362227 0.484345 
0.290838 0.113635 0.948086 
0.197422 0.942547 0.326886 
0.321929 0.199852 0.986530 
0.185563 0.372155 0.917257 
0.596940 0.223919 0.769251 
0.415897 0.219336 0.916904 
0.249612 0.633076 0.626613 
0.378757 0.570475 0.394069 
0.329350 0.549198 0.563010 
0.157414 0.661043 0.653649 
0.814457 0.330525 0.333670 
0.598510 0.376761 0.654567 
0.455852 0.667178 0.658365 
0.542364 0.404637 0.467167 
0.447794 0.482874 0.473992 
0.959478 0.322264 0.301825 
0.842673 0.591298 0.192928 
0.645467 0.645312 0.173258 
0.731029 0.473236 0.312882 
0.155596 0.739744 0.703992 
0.364418 0.909202 0.199935 
0.478321 0.394043 0.556459 
0.252304 0.325852 0.834335 
0.815961 0.464696 0.298001 
0.804101 0.149732 0.350794 
0.050023 0.607782 0.707741 
0.190864 0.836281 0.231750 
0.607428 0.743145 0.284102 
0.334879 0.694374 0.487742 
0.772924 0.424320 0.323885 
0.985774 0.389301 0.257704 
0.411040 0.478566 0.665240 
0.580550 0.150637 0.602868 
0.435376 0.776572 0.431625 
0.680474 0.537442 0.176293 
0.568774 0.513748 0.418605 
0.624728 0.623028 0.259541 
0.658302 0.617828 0.082881 
0.634231 0.094708 0.821179 
0.636794 0.278303 0.361631 
0.186738 0.762040 0.716403 
0.532506 0.521274 0.546192 
0.562848 0.828835 0.235306 
0.581187 0.134123 0.917553 
0.669245 0.583838 0.229591 
0.913916 0.570464 0.084744 
0.444273 0.572498 0.607566 
0.179938 0.704344 0.747393 
0.050001 0.613511 0.963775 
0.047500 0.807668 0.675204 
0.867367 0.426831 0.046849 
0.895737 0.241348 0.475723 
0.702062 0.317270 0.623837 
0.091574 0.821814 0.729178 
0.457478 0.601763 0.439187 
0.416817 0.743354 0.438326 
0.078906 0.569380 0.757238 
0.025408 0.559119 0.889621 
0.317071 0.344887 0.751644 
0.197393 0.664758 0.497977 
0.256200 0.641961 0.625833 
0.126082 0.761597 0.611331 
0.358785 0.111934 0.751984 
0.854678 0.257536 0.308077 
0.516951 0.202065 0.600138 
0.612789 0.307995 0.664121 
0.380223 0.521729 0.342139 
0.767120 0.036323 0.576448 
0.054812 0.406042 0.954984 
0.993772 0.265064 0.248618 
0.846059 0.162469 0.551332 
0.408357 0.138720 0.636888 
0.576022 0.461254 0.491294 
0.658797 0.534641 0.245157 
0.338964 0.529997 0.559375 
0.708402 0.155123 0.638428 
0.688567 0.833417 0.171328 
0.482254 0.477486 0.793806 
0.542113 0.755906 0.588900 
0.646548 0.848524 0.081057 
0.602388 0.595098 0.274915 
0.727778 0.196053 0.491362 
0.512684 0.424425 0.470319 
0.270453 0.130501 0.951253 
0.101702 0.944161 0.337829 
0.372639 0.794721 0.203961 
0.793602 0.341240 0.360428 
0.366548 0.257553 0.961343 
0.001294 0.977351 0.659824 
0.005231 0.733460 0.763817 
0.456336 0.079492 0.862740 
0.866314 0.090862 0.553601 
0.535276 0.488014 0.495739 
0.393492 0.755890 0.221851 
0.517050 0.855945 0.220912 
0.694450 0.496836 0.470010 
0.242040 0.583357 0.588625 
0.745005 0.452168 0.095258 
0.590705 0.613258 0.350886 
0.773893 0.563046 0.330998 
0.187186 0.895808 0.622051 
0.154323 0.895124 0.313649 
0.385316 0.527602 0.675071 
0.028958 0.636570 0.920562 
0.902191 0.352496 0.499842 
0.909650 0.561393 0.242884 
0.453405 0.472682 0.555967 
0.417592 0.381486 0.626224 
0.354047 0.641093 0.540385 
0.297035 0.229770 0.918112 
0.496114 0.437316 0.565020 
0.599935 0.256796 0.635431 
0.604783 0.820330 0.239068 
0.692329 0.335832 0.508395 
0.460421 0.664842 0.060847 
0.100691 0.946535 0.482140 
0.133648 0.432146 0.849295 
0.832912 0.053512 0.465986 
0.597366 0.503674 0.347438 
