21961 4
0.162866 	0.083333 	0.228814 	0.032895 
0.093532 	0.044674 	0.096045 	0.043860 
0.047464 	0.041237 	0.079096 	0.017544 
0.067008 	0.035223 	0.081921 	0.039474 
0.109353 	0.078179 	0.146893 	0.070175 
0.088413 	0.060997 	0.084746 	0.024123 
0.161936 	0.191581 	0.121469 	0.021930 
0.067939 	0.018041 	0.036723 	0.046053 
0.021405 	0.000859 	0.022599 	0.041667 
0.051187 	0.056701 	0.062147 	0.013158 
0.043276 	0.138316 	0.090395 	0.002193 
0.193578 	0.079897 	0.186441 	0.100877 
0.095859 	0.316151 	0.197740 	0.046053 
0.087017 	0.230241 	0.225989 	0.032895 
0.038623 	0.029210 	0.033898 	0.010965 
0.058632 	0.256014 	0.149718 	0.006579 
0.140996 	0.685567 	0.271186 	0.035088 
0.001861 	0.003436 	0.000000 	0.000000 
0.115868 	0.115979 	0.186441 	0.054825 
0.054444 	0.011168 	0.036723 	0.026316 
0.010703 	0.003436 	0.014124 	0.006579 
0.012564 	0.007732 	0.022599 	0.000000 
0.078641 	0.168385 	0.155367 	0.061404 
0.281526 	0.205326 	0.214689 	0.131579 
0.186598 	0.560137 	0.305085 	0.074561 
0.089344 	0.086770 	0.110169 	0.054825 
0.124709 	0.053265 	0.127119 	0.087719 
0.008376 	0.009450 	0.016949 	0.013158 
0.111680 	0.342784 	0.293785 	0.035088 
0.078641 	0.154639 	0.290960 	0.017544 
0.146114 	0.044674 	0.067797 	0.039474 
0.047464 	0.014605 	0.019774 	0.017544 
0.098651 	0.030069 	0.048023 	0.021930 
0.017683 	0.034364 	0.028249 	0.002193 
0.151233 	0.068729 	0.225989 	0.153509 
0.354584 	0.138316 	0.330508 	0.182018 
0.277804 	0.090206 	0.242938 	0.184211 
0.040949 	0.034364 	0.064972 	0.006579 
0.002327 	0.002577 	0.000000 	0.000000 
0.038623 	0.031787 	0.064972 	0.006579 
0.173569 	0.430412 	0.401130 	0.179825 
0.036761 	0.035223 	0.056497 	0.008772 
0.169846 	0.045533 	0.135593 	0.120614 
0.268962 	0.074742 	0.200565 	0.146930 
0.001396 	0.010309 	0.002825 	0.000000 
0.101908 	0.319588 	0.251412 	0.021930 
0.088879 	0.049828 	0.096045 	0.013158 
0.159609 	0.261168 	0.155367 	0.070175 
0.088879 	0.077320 	0.064972 	0.118421 
0.001396 	0.000859 	0.000000 	0.000000 
0.003257 	0.002577 	0.000000 	0.000000 
0.004653 	0.003436 	0.000000 	0.000000 
0.148906 	0.074742 	0.090395 	0.072368 
0.148441 	0.074742 	0.090395 	0.072368 
0.000465 	0.000000 	0.000000 	0.000000 
0.030712 	0.092784 	0.093220 	0.010965 
0.098185 	0.097079 	0.163842 	0.024123 
0.047464 	0.024914 	0.056497 	0.028509 
0.136808 	0.077320 	0.127119 	0.076754 
0.089344 	0.052405 	0.070621 	0.048246 
0.296417 	0.106529 	0.115819 	0.160088 
0.155886 	0.048110 	0.177966 	0.186404 
0.070731 	0.019759 	0.064972 	0.081140 
0.085156 	0.028351 	0.112994 	0.105263 
0.019079 	0.012027 	0.028249 	0.004386 
0.135412 	0.040378 	0.073446 	0.100877 
0.040019 	0.012887 	0.028249 	0.021930 
0.029781 	0.000859 	0.011299 	0.035088 
0.113076 	0.009450 	0.042373 	0.195175 
0.065147 	0.250859 	0.265537 	0.037281 
0.014425 	0.018041 	0.036723 	0.013158 
0.001396 	0.001718 	0.002825 	0.000000 
0.006515 	0.010309 	0.022599 	0.004386 
0.006515 	0.006014 	0.011299 	0.008772 
0.020940 	0.108247 	0.067797 	0.010965 
0.019079 	0.097938 	0.062147 	0.010965 
0.001861 	0.010309 	0.005650 	0.000000 
0.031177 	0.104811 	0.096045 	0.024123 
0.021405 	0.013746 	0.028249 	0.006579 
0.020940 	0.013746 	0.022599 	0.015351 
0.130758 	0.298969 	0.285311 	0.026316 
0.340624 	0.070447 	0.146893 	0.182018 
0.105631 	0.079038 	0.135593 	0.010965 
0.030247 	0.037801 	0.031073 	0.010965 
0.042345 	0.048110 	0.045198 	0.013158 
0.012099 	0.010309 	0.014124 	0.002193 
0.046533 	0.060137 	0.059322 	0.019737 
0.117264 	0.030928 	0.081921 	0.074561 
0.107957 	0.060137 	0.175141 	0.030702 
0.108888 	0.157216 	0.279661 	0.043860 
0.328060 	0.293814 	0.367232 	0.379386 
0.073057 	0.018041 	0.016949 	0.041667 
0.062820 	0.028351 	0.059322 	0.061404 
0.133550 	0.072165 	0.093220 	0.054825 
0.012564 	0.000000 	0.008475 	0.008772 
0.102839 	0.018900 	0.048023 	0.078947 
0.128432 	0.026632 	0.079096 	0.094298 
0.025593 	0.007732 	0.031073 	0.015351 
0.029316 	0.012887 	0.042373 	0.006579 
0.099581 	0.221649 	0.155367 	0.010965 
0.180084 	0.124570 	0.274011 	0.100877 
0.328060 	0.145189 	0.177966 	0.057018 
0.022336 	0.023196 	0.025424 	0.008772 
0.125640 	0.191581 	0.279661 	0.057018 
0.080968 	0.107388 	0.183616 	0.048246 
0.044672 	0.084192 	0.096045 	0.008772 
0.002792 	0.003436 	0.005650 	0.006579 
0.161005 	0.096220 	0.158192 	0.142544 
0.132620 	0.262027 	0.172316 	0.035088 
0.010237 	0.004296 	0.016949 	0.004386 
0.022801 	0.010309 	0.036723 	0.013158 
0.012564 	0.006014 	0.019774 	0.008772 
0.136342 	0.402921 	0.161017 	0.059211 
0.167520 	0.682131 	0.533898 	0.024123 
0.023267 	0.103952 	0.081921 	0.006579 
0.018148 	0.078179 	0.059322 	0.004386 
0.041415 	0.182131 	0.141243 	0.010965 
0.051187 	0.140034 	0.138418 	0.010965 
0.017683 	0.043814 	0.062147 	0.000000 
0.033504 	0.096220 	0.076271 	0.010965 
0.066543 	0.278351 	0.152542 	0.015351 
0.174034 	0.079897 	0.197740 	0.039474 
0.187994 	0.122852 	0.186441 	0.072368 
0.027455 	0.006014 	0.022599 	0.008772 
0.072127 	0.135739 	0.079096 	0.008772 
0.025128 	0.033505 	0.053672 	0.004386 
0.073057 	0.021478 	0.033898 	0.133772 
0.054444 	0.013746 	0.025424 	0.094298 
0.018613 	0.007732 	0.008475 	0.039474 
0.442066 	0.128007 	0.225989 	0.074561 
0.006515 	0.000859 	0.002825 	0.002193 
0.006049 	0.000000 	0.002825 	0.002193 
0.000465 	0.000859 	0.000000 	0.000000 
0.100047 	0.036082 	0.079096 	0.111842 
0.082829 	0.038660 	0.081921 	0.015351 
0.013495 	0.006014 	0.008475 	0.002193 
0.069335 	0.032646 	0.073446 	0.013158 
0.007445 	0.024914 	0.025424 	0.002193 
0.110749 	0.006873 	0.022599 	0.094298 
0.115403 	0.138316 	0.096045 	0.048246 
0.034435 	0.105670 	0.112994 	0.028509 
0.040949 	0.091065 	0.098870 	0.006579 
0.053979 	0.030069 	0.025424 	0.013158 
0.028385 	0.000000 	0.016949 	0.004386 
0.153094 	0.100515 	0.118644 	0.041667 
0.100047 	0.042096 	0.149718 	0.067982 
0.144253 	0.187285 	0.237288 	0.067982 
0.060028 	0.012027 	0.028249 	0.028509 
0.058632 	0.036082 	0.070621 	0.010965 
0.276873 	0.068729 	0.073446 	0.289474 
0.045603 	0.000859 	0.019774 	0.035088 
0.057701 	0.009450 	0.025424 	0.030702 
0.054444 	0.049828 	0.064972 	0.013158 
0.088879 	0.412371 	0.271186 	0.017544 
0.062820 	0.272337 	0.081921 	0.017544 
0.107492 	0.134880 	0.177966 	0.039474 
0.036296 	0.076460 	0.081921 	0.004386 
0.136342 	0.036082 	0.104520 	0.065789 
0.056305 	0.029210 	0.050847 	0.037281 
0.038623 	0.022337 	0.031073 	0.019737 
0.017683 	0.006873 	0.019774 	0.017544 
0.165193 	0.068729 	0.042373 	0.135965 
0.226152 	0.079038 	0.070621 	0.208333 
0.011633 	0.017182 	0.025424 	0.000000 
0.239646 	0.102234 	0.107345 	0.177632 
0.345277 	0.047251 	0.152542 	0.278509 
0.373197 	0.229381 	0.211864 	0.129386 
0.082829 	0.016323 	0.022599 	0.105263 
0.005119 	0.000859 	0.005650 	0.008772 
0.048860 	0.043814 	0.031073 	0.019737 
0.288506 	0.187285 	0.197740 	0.173246 
0.015356 	0.005155 	0.019774 	0.004386 
0.103304 	0.064433 	0.090395 	0.057018 
0.328060 	0.113402 	0.090395 	0.219298 
0.041415 	0.021478 	0.028249 	0.037281 
0.090275 	0.303265 	0.135593 	0.004386 
0.124709 	0.766323 	0.118644 	0.026316 
0.017683 	0.012887 	0.025424 	0.004386 
0.035831 	0.012027 	0.048023 	0.026316 
0.053513 	0.024914 	0.073446 	0.030702 
0.085156 	0.115979 	0.129944 	0.035088 
0.039553 	0.043814 	0.050847 	0.008772 
0.045603 	0.072165 	0.079096 	0.026316 
0.342950 	0.128866 	0.203390 	0.074561 
0.004653 	0.000859 	0.005650 	0.000000 
0.120521 	0.089347 	0.183616 	0.035088 
0.017683 	0.001718 	0.014124 	0.006579 
0.014891 	0.015464 	0.008475 	0.004386 
0.032108 	0.030928 	0.014124 	0.028509 
0.088879 	0.042096 	0.096045 	0.065789 
0.141461 	0.024055 	0.042373 	0.094298 
0.000931 	0.004296 	0.000000 	0.000000 
0.260121 	0.112543 	0.180791 	0.217105 
0.156352 	0.182990 	0.110169 	0.026316 
0.185668 	0.132302 	0.124294 	0.063596 
0.123779 	0.382302 	0.262712 	0.019737 
0.070265 	0.040378 	0.062147 	0.074561 
0.008376 	0.003436 	0.011299 	0.002193 
0.061889 	0.036942 	0.050847 	0.072368 
0.078176 	0.090206 	0.163842 	0.037281 
0.001861 	0.000859 	0.002825 	0.002193 
0.014425 	0.001718 	0.008475 	0.017544 
0.016287 	0.002577 	0.011299 	0.019737 
0.046068 	0.033505 	0.050847 	0.010965 
0.012564 	0.014605 	0.014124 	0.002193 
0.033504 	0.018900 	0.036723 	0.008772 
0.059097 	0.037801 	0.048023 	0.035088 
0.028385 	0.006873 	0.011299 	0.006579 
0.008376 	0.002577 	0.002825 	0.002193 
0.036761 	0.009450 	0.014124 	0.008772 
0.043741 	0.085052 	0.042373 	0.030702 
0.002327 	0.005155 	0.000000 	0.004386 
